UserID,UserName,Age,Gender,Email,TotalCourses,TotalSpending,AvgCourseRating,AvgCoursePrice,PreferredCategory,PreferredLevel
U00190,hroberts,25,Female,hcabrera@yahoo.com,1,487.92,3.64,487.92,Business,Advanced
U00191,foleypaul,34,Male,jeremycole@gmail.com,12,2258.7,3.955833333333333,188.225,Project Management,Beginner
U00192,nathanieldorsey,17,Male,briannarichardson@yahoo.com,14,680.0699999999999,3.440714285714286,48.576428571428565,Web Development,Beginner
U00193,stevenjames,33,Male,carriedrake@yahoo.com,1,0.0,4.79,0.0,Marketing,Advanced
U00194,carolynpage,35,Male,jacksonandrew@outlook.com,1,0.0,3.02,0.0,Data Science,Intermediate
U00195,stewartlisa,15,Male,powens@outlook.com,1,346.71,1.23,346.71,Project Management,Advanced
U00196,susan34,23,Female,alexandragreen@outlook.com,1,394.26,1.35,394.26,Cybersecurity,Intermediate
U00197,parksderek,35,Female,michaelwallace@hotmail.com,1,0.0,3.6,0.0,Data Science,Intermediate
U00198,brian71,30,Female,lewismargaret@hotmail.com,12,1242.3400000000001,3.2741666666666664,103.52833333333335,Finance,Beginner
U00199,millerstephanie,24,Female,davisjeremy@gmail.com,1,0.0,2.43,0.0,Programming,Intermediate
U00200,ronald67,32,Male,bobbymurphy@outlook.com,4,269.71,3.4650000000000003,67.4275,Design,Advanced
U00201,yalvarado,16,Male,orosales@gmail.com,3,691.88,2.676666666666667,230.62666666666667,Artificial Intelligence,Advanced
U00202,awilson,28,Female,harrisrichard@yahoo.com,1,0.0,3.85,0.0,Programming,Beginner
U00203,samantha00,25,Female,ybyrd@yahoo.com,2,326.02,3.005,163.01,Business,Beginner
U00204,loribates,28,Female,robertmitchell@gmail.com,1,0.0,1.59,0.0,Finance,Advanced
U00205,christinecampbell,32,Male,markmahoney@outlook.com,1,342.61,4.84,342.61,Project Management,Intermediate
U00206,lisa94,19,Female,morriscindy@outlook.com,1,89.59,2.68,89.59,Artificial Intelligence,Intermediate
U00207,evelyn98,33,Male,carsonjamie@yahoo.com,2,177.34,2.585,88.67,Digital Marketing,Advanced
U00208,kingrobin,18,Female,jamesholt@yahoo.com,15,507.62,3.1533333333333338,33.84133333333333,Data Science,Beginner
U00209,parkssarah,26,Male,padillakathy@hotmail.com,1,0.0,3.15,0.0,Business,Advanced
U00210,mscott,30,Male,umitchell@hotmail.com,2,37.89,1.5150000000000001,18.945,Machine Learning,Advanced
U00211,maryspencer,22,Male,amandabrown@gmail.com,1,0.0,4.68,0.0,Project Management,Beginner
U00212,mike97,30,Female,loriknight@yahoo.com,2,0.0,4.265,0.0,Programming,Beginner
U00213,susan03,15,Male,serranotammy@hotmail.com,2,299.57,4.23,149.785,Data Science,Beginner
U00214,danielle41,24,Female,annaparker@gmail.com,1,89.59,2.68,89.59,Artificial Intelligence,Intermediate
U00215,sandra29,28,Male,hatfieldmark@hotmail.com,1,326.02,2.69,326.02,Business,Intermediate
U00216,taylorelizabeth,23,Male,peckamy@outlook.com,16,1405.87,3.545625,87.866875,Programming,Beginner
U00217,garychandler,28,Male,carla25@outlook.com,1,37.89,1.3,37.89,Web Development,Advanced
U00218,gregory81,15,Female,lisa37@hotmail.com,1,0.0,4.72,0.0,Marketing,Intermediate
U00219,daniellebishop,23,Female,josephlawrence@outlook.com,1,0.0,4.51,0.0,Design,Beginner
U00220,laura88,20,Male,dlewis@hotmail.com,15,300.34999999999997,3.6286666666666667,20.02333333333333,Programming,Beginner
U00221,lgallagher,27,Male,youngtammy@gmail.com,1,0.0,4.45,0.0,Design,Advanced
U00222,bentonkatrina,28,Male,flowe@outlook.com,1,0.78,3.89,0.78,Machine Learning,Advanced
U00223,patricia65,35,Female,yolandaglenn@outlook.com,1,0.0,4.1,0.0,Finance,Intermediate
U00224,denisebailey,15,Female,devin32@gmail.com,1,490.9,4.55,490.9,Artificial Intelligence,Beginner
U00225,sheila72,18,Male,fpark@yahoo.com,1,0.0,4.1,0.0,Finance,Intermediate
U00226,marioperez,34,Female,jdougherty@hotmail.com,1,346.71,1.23,346.71,Project Management,Advanced
U00227,victoria90,23,Male,alyssahoward@gmail.com,2,0.0,4.305,0.0,Design,Beginner
U00228,joshuarangel,18,Male,jaredpeters@yahoo.com,1,117.68,2.57,117.68,Data Science,Advanced
U00229,charles00,22,Male,nielsenelizabeth@gmail.com,2,0.0,2.73,0.0,Data Science,Advanced
U00230,karen41,17,Female,swansonlisa@hotmail.com,2,119.04,3.595,59.52,Digital Marketing,Beginner
U00231,rodgersdaniel,16,Male,richard17@hotmail.com,2,213.17,3.52,106.585,Digital Marketing,Advanced
U00232,timothywatkins,26,Female,lisarodriguez@yahoo.com,1,0.0,2.38,0.0,Cybersecurity,Advanced
U00233,robinsonmichael,32,Male,virginiataylor@outlook.com,1,119.04,2.75,119.04,Finance,Intermediate
U00234,emily05,32,Male,whuynh@outlook.com,2,326.02,3.74,163.01,Business,Advanced
U00235,williamscharles,34,Male,joneschristopher@outlook.com,3,472.28,3.856666666666667,157.42666666666665,Programming,Beginner
U00236,colin32,25,Female,vmora@yahoo.com,1,394.26,1.35,394.26,Cybersecurity,Intermediate
U00237,anthony70,20,Male,meghan00@gmail.com,1,0.0,3.15,0.0,Business,Advanced
U00238,joshuaescobar,24,Female,isaiahwest@outlook.com,15,1872.92,3.1626666666666665,124.86133333333333,Business,Beginner
U00239,vberg,32,Female,angelagonzalez@outlook.com,1,0.0,4.44,0.0,Digital Marketing,Beginner
U00240,ismith,34,Female,sullivansean@hotmail.com,2,0.0,3.33,0.0,Business,Advanced
U00241,thomascummings,23,Female,brandyjones@yahoo.com,2,0.0,4.2700000000000005,0.0,Cybersecurity,Beginner
U00242,wernerjesus,27,Male,joe20@gmail.com,2,266.93,3.285,133.465,Artificial Intelligence,Advanced
U00243,thomastimothy,24,Female,upennington@gmail.com,1,177.34,3.89,177.34,Digital Marketing,Advanced
U00244,josemartinez,28,Male,rebeccalamb@outlook.com,1,276.37,2.72,276.37,Design,Advanced
U00245,twilson,31,Female,kimberly44@gmail.com,1,0.0,4.14,0.0,Finance,Beginner
U00246,william30,31,Male,jennifer12@gmail.com,1,472.28,4.74,472.28,Programming,Beginner
U00247,edwardsadam,30,Female,jessicaadams@gmail.com,1,0.0,2.01,0.0,Marketing,Advanced
U00248,christopher76,17,Male,kaylafuentes@yahoo.com,1,0.0,1.59,0.0,Finance,Advanced
U00249,donaldmccoy,35,Female,zparsons@hotmail.com,1,0.0,2.88,0.0,Programming,Beginner
U00250,gregorypierce,21,Male,mark81@hotmail.com,1,342.61,4.84,342.61,Project Management,Intermediate
U00251,summersjamie,28,Female,daniel37@outlook.com,13,1310.57,3.493846153846154,100.81307692307692,Finance,Beginner
U00252,millermary,29,Female,jasonnelson@hotmail.com,1,0.0,1.52,0.0,Design,Advanced
U00253,ymcgrath,19,Male,steven91@gmail.com,1,0.0,4.66,0.0,Digital Marketing,Intermediate
U00254,yatesadrian,19,Female,josephgraham@hotmail.com,1,0.0,4.94,0.0,Cybersecurity,Beginner
U00255,fschmidt,26,Female,zharper@gmail.com,1,394.26,1.35,394.26,Cybersecurity,Intermediate
U00256,pearsonannette,35,Female,humphreyjennifer@gmail.com,1,0.0,4.51,0.0,Design,Beginner
U00257,danielle50,29,Male,jennifer70@outlook.com,1,0.0,3.45,0.0,Project Management,Intermediate
